0.9823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9657,0.9713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9474,0.9636,0.9717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9392,0.9468,0.9651,0.9685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.938,0.9282,0.9599,0.964,0.9687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9342,0.9253,0.9521,0.9583,0.9613,0.9656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9145,0.8979,0.9443,0.9528,0.948,0.9577,0.9635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9036,0.865,0.9295,0.9464,0.9213,0.9502,0.9538,0.9596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.9037,0.8777,0.9048,0.9169,0.9126,0.9257,0.938,0.9538,0.961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8743,0.8406,0.8928,0.9187,0.8898,0.9063,0.9159,0.9389,0.9399,0.959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8121,0.8131,0.8717,0.8907,0.8822,0.8921,0.9051,0.929,0.9342,0.9471,0.9566,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.8242,0.8436,0.8799,0.8509,0.8723,0.8557,0.854,0.9113,0.9024,0.9186,0.9335,0.9545,nan,nan,nan,nan,nan,nan,nan,nan
0.7636,0.8316,0.8743,0.8219,0.856,0.8447,0.8135,0.8925,0.8801,0.8863,0.9239,0.9422,0.9504,nan,nan,nan,nan,nan,nan,nan
0.7727,0.8069,0.8265,0.7781,0.8446,0.8421,0.7922,0.8615,0.8205,0.8471,0.9147,0.9235,0.9388,0.9512,nan,nan,nan,nan,nan,nan
0.7079,0.7964,0.787,0.7349,0.8255,0.8371,0.734,0.8201,0.7774,0.8101,0.8746,0.892,0.9218,0.9347,0.9515,nan,nan,nan,nan,nan
0.6302,0.6991,0.7732,0.708,0.7933,0.7392,0.6319,0.7624,0.7144,0.742,0.803,0.8412,0.894,0.9088,0.9256,0.9472,nan,nan,nan,nan
0.6224,0.7078,0.7504,0.7251,0.785,0.6956,0.6424,0.7448,0.7405,0.7934,0.8042,0.836,0.8781,0.8911,0.9025,0.9326,0.9438,nan,nan,nan
0.6366,0.6944,0.7666,0.7349,0.7394,0.6936,0.6756,0.7123,0.7569,0.7735,0.7913,0.8405,0.8693,0.8519,0.892,0.9013,0.9239,0.9457,nan,nan
0.6726,0.6756,0.749,0.699,0.717,0.6358,0.6765,0.7052,0.7389,0.7394,0.7753,0.8241,0.8527,0.8001,0.8774,0.8726,0.8951,0.9273,0.9402,nan
0.6411,0.6441,0.7336,0.6487,0.63,0.6876,0.6605,0.6861,0.6708,0.7706,0.7768,0.8041,0.793,0.8074,0.8488,0.8435,0.8846,0.9228,0.9245,0.9376